primaryTitle,titleType,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,keywords,trailer_views,trailer_likes
Source Code,movie,"Action,Drama,Mystery",Duncan Jones,Ben Ripley,7.5,564896.0,"Jeffrey Wright,Michael Arden,Abraham Rodriguez,Jasmeet Baduwalia,Asheesh Williams,Jacqueline Scislowski,Jenina Moreno,Michelle Monaghan,Craig Thomas,Russell Shealy,Michelle Lupisan,Reid McGowan,Terrell Lamont,Brent Skagford,Cas Anvar,Russell Peters,Rorrie D. Travis,Kristina Ho,Cosme Flores,Vera Farmiga,Christine VonRobarie,Dan Olson,Andre Calder,Colby Strong,Jake Gyllenhaal,Teuila Blakely,Emmanuel Reynaud,Sinclair Mitchell,Gordon Masten",en,The Mark Gordon Company-Vendôme Pictures-Summit Entertainment-StudioCanal-Mel's Cite du Cinema,2011-03-30,32000000.0,14733269.7,94.0,bomb-identity-bomber-suspicion-virtual reality-race against time-investigation-surrealism-time loop-soldier-helicopter pilot-augmented reality,8197842.847282167,6928039.56048354
Black Swan,movie,"Drama,Thriller",Darren Aronofsky,"Mark Heyman,Andres Heinz,John J. McLaughlin",8.0,853721.0,"Dorian Lipman,Allira Swick,Sana'a Shaik,Joseph Fiennes,Brían F. O'Byrne,Courtney B. Vance,Veronica Neave,Dallas James,Michael Riley,Aubri Ibrag,Steven Morgan,Felicity Groom,Mila Kunis,Sebastian Stan,Melanie Doane,Rob Pinnock,Pam Lutz,Barbara Hershey,Ted Dykstra,Angelo Godshack,Jacob Fishel,Dylan Bruno,Sonya Walger,David Hayward,Ailidh Anderson,Peyton List,Christine Woods,Miah Madden,Matt John Evans,Jack Davenport,Ben Young,Vincent Cassel,Kristina Anapau,John McNeill,Peggy Gedeon,Vincent King,Josh Heuston,Joseph Spanti,Keir O'Donnell,Mercy Cornwall,Katy Rose,Ksenia Solo,James Harvey Ward,Judd Hirsch,Peter MacNicol,Zachary Knighton,John Cho,Janet Monid,Benjamin Millepied,Alimi Ballard,Janet Montgomery,David Krumholtz,Jonathan Lane,Alexander Grant,Dana Boden,Diane Farr,Natalie Portman,Alexander Pertsev,Paul Barker,Georgia-May Davis,Winona Ryder,Wallace Mckinnon,Navi Rawat,Yuly Mireles,Courtney Howard,Rob Morrow,Daniel Kalinowski,Elizabeth Torres",en,Fox Searchlight Pictures-Cross Creek Pictures,2010-12-03,13000000.0,32939804.6,108.0,new york city-dancing-competition-dancer-obsession-paranoia-insanity-ballet-psychological thriller-heartbreak-mental illness-madness-swan lake-ballerina,4923424.073549261,8734695.125139479
Lakeview Terrace,movie,"Crime,Drama,Thriller",Neil LaBute,"David Loughery,Howard Korder",6.2,57553.0,"Jaishon Fisher,Patrick Wilson,Jay Hernandez,Samuel L. Jackson,Regine Nehy,Keith Loneker,Robert Pine,Justin Chambers,Kerry Washington,Ron Glass",en,Overbrook Entertainment-Screen Gems,2008-09-19,20000000.0,27640028.0,110.0,vandalism-harassment-pregnancy-neighbor-house party-shot to death-urination-interracial couple-lapd-air conditioner,7520004.053225734,12885622.855548568
Green Zone,movie,"Action,Drama,Thriller",Paul Greengrass,"Brian Helgeland,Rajiv Chandrasekaran",6.8,144825.0,"Jason Isaacs,Jerry Della Salla,Sean Huze,Nicoye Banks,Aymen Hamdouchi,Greg Kinnear,Matt Damon,Igal Naor,Faycal Attougui,Said Faraj",en,Universal Pictures-StudioCanal-Relativity Media-Working Title Films-dentsu-Atresmedia-Kanzaman Productions,2010-03-11,100000000.0,9488288.9,115.0,conspiracy-soldier-iraq war-weapon of mass destruction-baghdad-iraqi -near east,5297312.8340361975,1431526.7913307697
The Amazing Spider-Man,movie,"Action,Sci-Fi",Marc Webb,"James Vanderbilt,Alvin Sargent,Steve Kloves,Stan Lee,Steve Ditko",6.9,727944.0,"Robert F. Simon,Steve Blum,Mike Stoklasa,Yahtzee Croshaw,Chris Cherry,Tiller Gray,Jay Bauman,Peter Furia,Embeth Davidtz,Ellen Bry,Denis Leary,Ali Hillis,Rosalind Chao,Rhys Ifans,Doug Walker,Gannon Nickell,Josh Spurgin,Robert Alda,Stan Lee,Michael Pataki,Toni B. Heath,Tim Haines,Vincent E.L.,Matthew Festle,JoAnna Cameron,Bruce Campbell,Nicholas Hammond,Anna Graves,Irrfan Khan,Joe Heath,Sally Field,Hagan Beggs,Chris Zylka,Campbell Scott,Randy Powell,Emma Stone,Chip Fields,Kari Wahlgren,Claudia Black,Rich Evans,Martin Sheen,Andrew Garfield,Jackson Turner,Nolan North,Sam Riegel",en,Marvel Entertainment-Laura Ziskin Productions-Columbia Pictures-Matt Tolmach Productions-Avi Arad Productions,2012-06-23,215000000.0,75793066.3,136.0,loss of loved one-experiment-vigilante-superhero-based on comic-teenage girl-violent death-teenage boy-super power-spider bite-masked vigilante-reboot-genetic engineering-social outcast-death of husband-duringcreditsstinger-teenage hero-virus-teenage angst-vigilante justice,11113007.31638063,33168492.748036392
"Moscow, Belgium",movie,"Comedy,Drama,Romance",Christophe Van Rompaey,"Jean-Claude Van Rijckeghem,Pat van Beirs",7.2,4364.0,"Barbara Sarafian,Johan Heldenbergh,Anemone Valcke,Jits Van Belle,Bob De Moor,Lisa Buylaert,Sofia Ferri,Jurgen Delnaet,Camille Friant,Julian Borsani",nl,A Private View,2008-01-30,560000.0,1500000.0,102.0,supermarket-midlife crisis-truck-urban-working class-cell phone-truck driver-tarot,509362.88287522405,442316.5879396262
Paris 36,movie,"Drama,Music,Musical",Christophe Barratier,"Christophe Barratier,Julien Rappeneau,Pierre Philippe,Frank Thomas,Reinhardt Wagner,Jean-Michel Derenne",6.5,2986.0,"Élisabeth Vitali,Kad Merad,Clovis Cornillac,Bernard-Pierre Donnadieu,Gérard Jugnot,Nora Arnezeder,François Morel,Christophe Kourotchkine,Maxence Perrin,Pierre Richard",fr,Constantin Film-France 2 Cinéma-France 3 Cinéma-Galatée Films-Novo Arturo Films-Pathé-Logline Studios-Blue Screen Productions,2008-09-24,0.0,12940622.0,120.0,,4055299.713229738,3798211.223796568
Winged Creatures,movie,"Crime,Drama",Rowan Woods,Roy Freirich,5.6,7511.0,"Dakota Fanning,Josh Hutcherson,Forest Whitaker,Jeanne Tripplehorn,Kate Beckinsale,Guy Pearce,Jackie Earle Haley,Embeth Davidtz,Troy Garity,Robin Weigert,Natalie Schmitt",en,Peace Arch Entertainment Group-Artina Films-RGM Entertainment,2008-06-24,0.0,39171.0,95.0,based on novel or book,-5560.808690191733,14246.970606365834
Lost in Beijing,movie,Drama,Yu Li,"Fang Li,Yu Li,Emilie Saada",6.7,2450.0,"Ailing Huang,Bingbing Fan,Elaine Jin,Manyang Zhang,Tony Ka Fai Leung,Chloe Maayan,Zhenjiang Bao,Fang Li,Jinhang Zheng,Dawei Tong",zh,Laurel Films-The French Connection,2007-09-26,0.0,5095696.0,112.0,rape-extortion-illegal prostitution-extramarital affair-woman director,3798375.8701955583,1510416.231195897
The Happening,movie,"Adventure,Drama,Sci-Fi",M. Night Shyamalan,M. Night Shyamalan,5.0,221866.0,"Ram John Holder,Ken Holmes,Mike McKenzie,Jeremy Strong,Anthony Quinn,Megan Gabel,Julian Lowenthal,Brian Heinz,John Leguizamo,Malcolm Ray,Gregory Blanche,Robert Bailey Jr.,Mathew Buck,Jon Bailey,Jack Kruschen,Kyle Hinton,Tamara Chambers,Annette Battams,Oscar Homolka,Rob Walker,Ashlyn Sanchez,Christopher Dunham,Doug Walker,Bradley Voorhees,Faye Dunaway,Kyle Millard,Zooey Deschanel,Brian Lally,Clifton James,Mark Wahlberg,Jes Weathers,Jamie Morgan,Ryan McGee,Robert Walker Jr.,Nigar,Martha Hyer,Michael Kane,Milton Berle,James Jarosz,Bryan Schilligo,Stephen Edis,David López Retamero,Betty Buckley,Alan Ruck,Jeannie Rice,George Maharis,Spencer Breslin,Dennis Alaba Peters,Adam Koralik,Frank Collison,Michael Parks",en,20th Century Fox-Spyglass Entertainment-Dune Entertainment-UTV Motion Pictures-Blinding Edge Pictures,2008-06-11,60000000.0,16340379.9,91.0,suicide-husband wife relationship-tree-natural disaster-crisis-park-nature-strange behavior-virus-unexplained-toxin-unprecedented,1469497.2573156853,6695600.8026561225
The Missing Lynx,movie,"Action,Adventure,Animation","Raul Garcia,Manuel Sicilia,Stephen Hughes","Manuel Sicilia,Raul Garcia,Jose E. Machuca,Valentín Fernández-Tubau,Pedro Angosto,Pepe Díaz,Stephen Hughes",5.2,1299.0,"Roberto Cuenca Martínez,Carlos del Pino,David Robles,Pepa Castro,Vincent Chalvon-Demersay,Conchi López,Michelle Brezinski,Lee Won Chan,Flavor Flav,David Feiss,Shin Ha-kyun,Julio Núñez,Oh Dal-su,Kira Buckland,Ian James Corlett,Jan Bos,Beatriz Berciano,Cecilia Santiago,Stephen Hughes,Abraham Aguilar,Zac Fine",es,Canal Sur-ICAA-Televisión Pública de Canarias-TVG-Perro Verde Films-Kandor Productions-EiTB-Consejería de Cultura de la Junta de Andalucía-7 Región de Murcia-YaYa! Films,2008-12-25,6500000.0,1400000.0,97.0,,626335.9739197431,369134.6669473302
Alvin and the Chipmunks,movie,"Adventure,Comedy,Family",Tim Hill,"Jon Vitti,Will McRobb,Chris Viscardi,Ross Bagdasarian",5.3,98896.0,"Malcolm Ray,Aiyanna Wade,Tamara Chambers,Ross Bagdasarian Jr.,Doug Walker,Matthew Gray Gubler,Janice Karman,Allison Karman,Justin Long,David Cross,Jesse McCartney,Heather Reusz,Cameron Richardson,Ryan McGee,James Jarosz,Rob Scallon,Jason Lee,Rob Walker,Jane Lynch",en,20th Century Fox-Dune Entertainment-Regency Enterprises-Fox 2000 Pictures-Bagdasarian Productions,2007-12-13,60000000.0,36136663.3,92.0,pop-pop star-record producer-surprise-approach-forest-concert-friendship-chipmunk-anthropomorphism-songwriter-talking to animals-duringcreditsstinger-live action and animation,10813660.404150397,10793034.99116238
Ben X,movie,"Drama,Thriller",Nic Balthazar,"Nic Balthazar,Rik D'Hiet,Carl Joos,Bram Renders",7.3,19528.0,"Katrien Pierlet,Gilles De Schryver,Driss Roukhe,Greg Timmermans,Bavo Smets,Maarten Claeyssens,Alexandre Ottoveggio,Pol Goossen,Cesar De Sutter,Meryem Bakouch,Rebecca Lenaerts,Marijke Pinoy,Titus De Voogdt",nl,MMG Film & TV Production,2007-08-26,1500000.0,27.0,90.0,underdog-video game-autism-mobbing-dangerous-virtual reality-games-asperger's syndrome-school life,9.448493496099765,11.95091733259964
Ekipo Ja,movie,"Comedy,Fantasy",Juan Muñoz,"Juan Muñoz,Luis Lázaro,Claro García,Cristóbal Ruiz",2.1,172.0,"Fernando M. Valiente,Aldo Sebastianelli,Arévalo,José Carabias,Patricia Rivas,Juan Salazar,José Luis Cortés,José Salazar,Blanca Jara,Juan Muñoz",es,Atresmedia-Don Oriol S.A.,2007-01-19,0.0,1629034.0,95.0,russian mafia-satire-gipsy-jewel,200989.9373592544,421140.0664669135
Robin Hood,movie,"Action,Adventure,Drama",Ridley Scott,"Brian Helgeland,Ethan Reiff,Cyrus Voris",6.6,289623.0,"Paul Wilk,Billie Bennett,Pat Buttram,Nadia Cocklin,Risan Matar,Luis Larrodera,Kate Fitzgerald,M.E. Hannefy,Peter Llewellyn Williams,Danny Webb,Mark Brisbourne,Jamie Dornan,Olli Ikonen,Víctor Carretero,José Parisi,Asunción Díaz,Patrick Troughton,Taron Egerton,Roy Coulson,Lydia Peckham,Paige Hauer,Jamie Foxx,Chloe Rena Jackson,Wallace Beery,Cameron Cox,Mike Loades,Lou Scheimer,Paul Frees,Olaf Krätke,Sean Francis George,Nick Jones,Richard Armitage,Louis C. Hillyard,Ray Dunbobbin,Aarika Lee,Joshua Rawleigh,Peter Neusser,Stipe Erceg,Francesco Marotti,Josh Fulmer,Kine Grana,Muriel Ostriche,Yi Wu,Tone Solbakken,Necip Memili,Ingeborg Sergeant,David Griffith,Mais Kamar,Neil Bett,Bin Shimada,Brian Klapstein,Enid Bennett,Lucy Griffiths,Bruce Haynes,Thomas Thieme,Damla Sönmez,Bill Scott,Sorrell Booke,Kay Sabban,Erkan Kolçak Köstendil,Lauren Wells-Mann,Lynda Day George,Judd Hirsch,Kenneth MacKintosh,Gerty Molzen,Jake Curran,Alexander van Heteren,Chris Hayward,Zainab Johnson,Jean Marie Hon,Robert Frazer,Toshihiko Seki,Kirsti Kemppainen,Billy Rollo,Muhammad Al-Hafiz Bin Hosni,William Lowery,Llimoo,George Larkin,Robert Addie,Moochie,Marilena Netzker,Wilson Benge,Merle Palmiste,John Abineri,Ken Duken,Aras Bulut Iynemli,Lance B. Witmer,Sue Johnston,Patrick Bergin,Jojo Dorss,Nate McKeever,William Russell,Robbie Amell,Kristian Flaten,Danny Huston,Kurt Nuotio,Alimi Ballard,Chris Grimes,Sidney Bracey,Candida Gubbins,Michael A. Martinez,Yûko Mita,Jack Fleming,Maria Kawamura,Wensley Pithey,Gordon Kennedy,Monica Evans,Anton Weidner,Douglas Fairbanks,Russ Reed,Cate Blanchett,Flavio Massimo,Anjali Jay,Maurice Copeland,Oscar Isaac,Ivy Quainoo,Sydney Walker,Andreas Lindner,Jussi Helminen,Ingo Lenßen,Geraldine Chia,Saad Khalifa,Diane Farr,Felix Bowness,David Steffen,Lionel Ames,Aaron Scully,Tim Dow,Sam De Grasse,Conrad Asquith,Edgar Hoppe,Dan Ferrone,William Hurt,Mischa Neutze,Chris Emmett,Lois Holmes,Patrizio Borzi,Sam Troughton,Erika Holm,Grant Shaika,Cornelius Booth,Masashi Ebara,Hazal Subasi,Amanda Blake,Jack Patten,Terry Lester,Jack Sullivan,Carole Shelley,Johnny Doran,Juraj Repic,Mark Ryan,Eduardo Aldán,William Hopper,George N. Thompson,David Askey,Madis Milling,Kim Kay,Dennis Weaver,Linn Marie Herfoss,Freddy Quinn,June Foray,Marie Wefald,Towje Kleiner,Philip Guard,Michael Bentine,Kadri Rämmeld,Jürgen Prochnow,Budd Knapp,F. Murray Abraham,Jon Cypher,Berkay Ates,Regina Reagan,Stuart Organ,Jason Durr,David Kossoff,Javier Sáenz,Eve Hewson,Bill Butts,Gerda Holmes,Alexander Hold,Collin Hickerson,Guy Oliver,Roger Miller,Silje Skjævestad Strand,Judi Trott,Enzo Vizcaíno,Rob Morrow,Kevin Bigley,Will Patton,Kazue Ikura,Zohair Rasheed,John Trigonis,Ben Mendelsohn,Marc Danbury,Jaden Bria,Nancy Gossin,Nora Marlowe,Yû Shimaka,Darren Jones,Kalju Komissarov,Manuela Bisanti,Bob Anglund,Kenneth Chia,Malick Bauer,Ray Winstone,Amanda Horlock,Guro Strand,William B. Davis,Stuart Milligan,Mait Malmsten,Russell Crowe,Svenja Jung,Barry Atwater,Phil Harris,Nicole Loh,Riza Kocaoglu,Uma Thurman,Merrill McCormick,Vinzenz Kiefer,Nickolas Grace,Antonio Lorente,Dylan Bruno,Eileen Atkins,Paul Dickey,Kate Shannon,Nick Wilson,Joe Adkins,Maurice Jones,Marja Packalén,Justine Kerrigan,Keith Allen,Andy Devine,Jason Hope,Fred Dinenage,Mark Addy,Bibi Besch,Marek Reinaas,Paula Essam,Mike Newman,Paul Anderson,Harry Lloyd,Joseph Daly,Robert Fields,Sunny Yang,Ellen Wefald,S. John Launer,Derek Knoeferl,Llum Barrera,Gregory D. Hicks,Ethan Feiler,Andri Maimets,Sean Bean,Ryan McFarland,Antti Aro,Heikki Huttunen,Max von Sydow,Corin Clay,Joanne Black,Matthew Macfadyen,Aristo Luis,Jonas Armstrong,James Cruze,Arianna Ratner,David Easter,Andrea Rosen,Michael Elwyn,Ivo Uukkivi,Kari Kihlström,Simon Bugg,Naoko Matsui,Isabel Lamon,José Flores,Carolyn Backhouse,Bill Dean,Jose Sevilla,Arthur Reynders,Tapio Kouki,Chris Jenks,Perla Liberatori,Eric Rodriguez,Richard Angarola,Paul Fusco,Andreas Hofer,John Breslin,Deverin Deonte,Connie Nielsen,Mareike Carrière,Ülle Kaljuste,Owen Daniels,Mignon Anderson,Peter MacNicol,John Webb Dillion,Julien Mathus,Alfie Wise,Henry Biedinger,Steven Waddington,Perihan Savas,Jason Connery,Manuel Sarriá,Walter Tetley,Josh Banday,David Wood,Arthur Brauss,Julia Stuart,Clive Mantle,Ayad Radhi,Chad Micah Johnson,Ian Peck,Sayuri Ikemoto,Burak Dakak,Phelim McDermott,Mark Strong,Valerie Blake,Jitenram Kiran Bala,James McCallion,Jack Cahill,Justin Lohnes,Barbara Tennant,Tanel Bergmann,Nelson Tan,Peter Ustinov,Owen Teale,Navi Rawat,Jussi Kouki,Jack Hollander,Ben Walters,Mark Isaacson,João Monteiro,Andy Allo,Ti Nicole Danridge,Terry-Thomas,Tim Minchin,Harry Benham,Angela Cunningham,Roberto Mosca,Allegra Edwards,Dudley Jones,Nyamandi Adrian,Walter Gibbs,Åse Helene Vrålstad,David Thompson,Öner Erkan,Jimmy Verner,Benjamin Heng,Mathilde Baring,Roy Steffens,Milburn Stone,Matthias Koeberlin,Rich Little,Angus Castle-Doughty,Jeroen Krabbé,Giuliano Crupi,Maria Vittoria Pintore,Joe Armstrong,Timothy Jefferson,Michael Geary,Maria Andress,Dagny Dewath,Hailey Jackson Boucher,Lauren McQu",en,Scott Free Productions-Imagine Entertainment-Relativity Media,2010-05-12,200000000.0,32166974.1,140.0,robin hood-archer-knight-sherwood forest-historical fiction-bow and arrow-middle ages-medieval-king of england-12th century,17004659.446801413,10040652.064543882
The Ten Commandments,movie,"Animation,Family,History","Bill Boyce,John Stronach",Ed Naha,2.9,2547.0,"Mattias Olsson,Lynn Sterling,Edward G. Robinson,Susan Lynch,Yael Naim,Jim Conrad,Joel Briel,Kathleen Barr,Arthur Kennedy,Brian Drummond,Jan Rabson,Richard O'Brien,Matt Hill,John Derek,Jennifer Kyff,John Marley,Ahmed Mouici,Granville Van Dusen,Tabitha St. Germain,Amelia Tyler,Anath Benais,Bert Stratford,Mía Maestro,Joshaï,Ginie Line,Mary Ure,Margie Graner,Anne Baxter,Paul Heaney,Dan Frazer,Bruce Winant,Edythe Chapman,Charlton Heston,Linus Roache,Kristoffer Tabori,Nicholas Vicinanzo,Shannon Chan-Kent,Jules Diassé,Alfred Molina,Nicole Oliver,Peter Samuel,Cedric Hardwicke,Graham Crowden,Anne Francis,Pat Moore,Richard Erdman,Martha Scott,Allan Kolman,Jack Hobbs,Yul Brynner,Noble Johnson,Paul Rhys,Judy Parfitt,Jason McDonald,Arron Dennis,Richard Newman,Raphaël Quenard,Debra Paget,Miles Watts,Tom Bell,Richard Mulligan,Tony Hipwell,Clarence Burton,Silas Carson,Mark Allen,Jennifer Jordan,Regis Toomey,Anson Williams,Charles de Rochefort,Lexine Bondoc,James Neill,Dougray Scott,Lawson Butt,Anne Warin,Jack Weston,Daniel Levi,Simon Oakland,Rusty Hammond,Colin Murdock,Lorrie Mahaffey,James Rotchell,Ken Prymus,Christian Slater,Miglen Mirtchev,Lisbet Guldbaek,David Langton,Elliott Gould,Ben Kingsley,Scott McNeil,Theodore Roberts,Will Kuluva,Julia Faye,Claire Bloom,John Hoyt,Yvonne De Carlo,Nourith,Mary Peach,Stephen Murray,Fay Spain,Noel Johansen,Nina Foch,Anthony Hopkins,Lee Tockar,Alex Ferris,Janet Key,Peter Sallis,Pablo Villafranca,Christopher Gaze,Michael Kopsa,Heidi Stallings,Gabrielle Estey,Naveen Andrews,Sam T. Nelson,Estelle Taylor,Padma Lakshmi",en,Promenade Pictures-Ten Chimneys Entertainment,2007-10-19,10000000.0,952820.0,88.0,passover,233977.7371480225,160997.37517268432
Nights in Rodanthe,movie,"Drama,Romance",George C. Wolfe,"Ann Peacock,John Romano,Nicholas Sparks",6.0,26857.0,"Pablo Schreiber,Richard Gere,Christopher Meloni,Diane Lane,Linda Molloy,Scott Glenn,Becky Ann Baker,Charlie Tahan,Mae Whitman,Viola Davis",en,Village Roadshow Pictures-Warner Bros. Pictures-Di Novi Pictures,2008-09-26,0.0,8437506.1,97.0,based on novel or book-beach-marriage crisis-north carolina-romance-inn-middle age,3466517.8542938875,2233546.3394782343
Revolutionary Road,movie,"Drama,Romance",Sam Mendes,"Justin Haythe,Richard Yates",7.3,229523.0,"Sam Rosen,Samantha Soule,Jonathan Roumie,Maria Rusolo,Leonardo DiCaprio,Christopher Fitzgerald,Marin Ireland,Neal Bledsoe,Heidi Armbruster,Kate Winslet",en,Scott Rudin Productions-BBC Film-Neal Street Productions-Evamere Entertainment-DreamWorks Pictures-Goldcrest,2008-12-19,35000000.0,7598118.0,119.0,adultery-based on novel or book-jealousy-husband wife relationship-infidelity-american dream-housewife-career-marriage crisis-connecticut-suburbia-free spirit-unhappiness-getaway-aspiring actor-1950s-unhappy marriage-feeling trapped-bleak,1533169.1275750038,3199160.002394861
You Don't Mess with the Zohan,movie,"Action,Comedy",Dennis Dugan,"Adam Sandler,Robert Smigel,Judd Apatow",5.6,219874.0,"Emmanuelle Chriqui,John Turturro,Adam Sandler,Rob Schneider,Nick Swardson,Ido Mosseri,Dave Matthews,Charlotte Rae,Lainie Kazan,Michael Buffer",en,Relativity Media-Columbia Pictures-Sony Pictures-Happy Madison Productions,2008-06-05,90000000.0,20431340.0,113.0,new york city-israel-middle east-hairdresser-ladykiller-mossad-heart-throb-palestinian-israeli conflict-hairstyle-hacky sack,10228216.759215754,6839107.19734114
Bedtime Stories,movie,"Adventure,Comedy,Family",Adam Shankman,"Matt Lopez,Tim Herlihy",6.0,103399.0,"Collin Matthews,Steve Frost,Teri Copley,Christopher Cousins,Johnny Rahm,Christine Marie,Lexi Belle,Martin Lynes,Sandra McCoy,Richard Griffiths,Teresa Palmer,Michayla Doherty,Roger Craig Smith,Calvin Ripley,Kylar Miranda,Andrew Stevens,Annika Ahlström,Victoria Frost,Alon Lior,Robert Windisch,Leo Howard,Kevin Fleming,Anthony Romano Jr.,Bonnie Engstrom,Maricar De Mesa,Ted Matthews,Keri Russell,Ken Kercheval,Or Lumbrozo,Patrick Duffy,Mike Horner,Amy Little,Chantal Strand,Joss Ackland,Sebastian Natto,Larry Hagman,Sheree J. Wilson,Camille Guaty,James Lance,Erik Kraus,Alison Steadman,Kristy Hasen,Jared Padalecki,Victoria Savage,Wendell Ramos,Ian Cairns,John Bernard Richardson,Anton Bernardo,Elaine Dizon,Aron Eastwood,Pamela Susan Shoop,Christopher Pizzey,Vivian Huang,Joely Fisher,Devil Artemis,Ian Schuelke,Iraz Melchor,Ava Groves,Anne Dudek,Lorna Laidlaw,Jeff Rawle,Shunsuke Okubo,Carson Jacob Gardner,Des Hamilton,Georgie Parker,Grayson Keefer,Ciaran Madden,Alvin Lee,Linda Gray,Rory McCann,Lena Lang,Irene Enriquez,Chris Johnson,Melanie Paxson,Brian Vriends,Chris Cochrane,Sophie Atkinson,Kevin Sharpe,James Van Der Beek,David van Horne,Judith McGrath,Leah Cohen-Mays,Doug Hawkins,Brad Garrett,Johnny Morris,Howard Platt,Erik Thomson,Alex Porter,Lee Jennings,Billy Eagle,Shanna Reed,Bernard Cribbins,Haddassah Flores,Matt Daly,Samantha Phillips,Brian Pettifer,Ryan Camp,Angelo Godshack,Liliana Mumy,Jonas Grosserhode,Derek Riddell,Jensen Ackles,Camille Grammer,Geert Van Rampelberg,David Bradley,Kimberley Warnat,Mike Elston,Jessica De Gouw,Alex Littlewood,Josh Radnor,Eva Strauss,Chad Knight,Carrie Cooke Ketterman,Mika Peless,Kory Rabenold,Sarah Maddocks,Bill Leff,Richard Cascioli,Peter Jeffrey,Marina,Will,Kelly Jean,Nick Bakay,Lisa M. LoCascio,Angelle Hart,Veronica Jett,Scotty Ray,Jonathan Morgan Heit,Jason Ross,Tony Montana,Tom Chandler,Adam Sandler,Kento Muranaka,Mike Carney,William Ellis,Liz Smith,Ellen Daschbach,Eric Gravez,Jonas Olsen,Shannan Leigh,Barbara Bel Geddes,Kate Micucci,Libby Tanner,Mike Curtis,Tom Espiner,Pieter Embrechts,Susan Featherly,Lynda Bellingham,Kelly Anne Doran,Andy Davoli,Eddie Kaye Thomas,Adrienne Corri,Malcolm Scott,Jessica May,Giancarlo Wylie,Ximena García,Angela Moyer,Genevieve Hannelius,Russell Brand,Shannon Kelly,Courtney Lynn Elliott,Maia Pecci,Jeff Ketterman,Howard Keel,David Faustino,Joanna Burke,Isabelle Fortea,Jade Lazarus,Griffin Drew,Theresa Lynn,Pearce Reimer,Renea Zeh,Tammy Macintosh,Jason Segel,Lin-Manuel Miranda,Jack Ketchmark,Dave Hardman,Billy Peter,Lia Fietz,Penelope Andrews,Ted Sorel,Helen Duval,Leony April,Bob Harks,Nena Cherry,Diana Quick,Michael Petersen,Gianfranco Terrin,Vanessa Phang Wan Qing,Amy Lazarus,Nick Fournier,Gabriella Hall,Damien Michaels,Lucy Lawless,Leandro Baldemor,Hilde Wils,Cobie Smulders,Alyson Hannigan,Donna Salvatore,Marissa Tong,Kim Sill,Etela Pardo,Courtney Rackley,Nikki Fritz,Grey Griffin,Gaia Visnar,Al Lohman,Tara Strong,Sarah Moyle,Guy Pearce,Oliver Barnet,Dalena Nguyen,Adel Sunshine,Omer Shimon Fridman,Kat Foster,Roger Barkley,Christopher Darga,Stephy Czismadi,Cam Keyser,April Graham,Melica Thomas,Dominique Jeswal,Elizabeth Oropesa,Katie Jordin,Katelijne Damen,Jenni Baird,Kana,Taylor Storm,Rheanna,Lesley-Anne Down,Michelle Gomez,Micah Bradshaw,Samantha Colquhoun,Marilyn Chambers,Gilly Kelleher,Richard Neil,Ian Midlane,Jennifer Haffner,Tasim Atkinson,Michael Coleman,Jessica Rau,Ava Hughes,Michael Winsor,Haruka Miyanishi,Maia Costea,Su-Ping Chio,Sara de Roo,Maggie Cooper,Judith Park,Priscilla Presley,Victor Garber,Jessica DiCicco,Julia Lopez,Ian Hanmore,Riley Shaw,Alex Sanders,Bianca Lapus,Atli Óskar Fjalarsson,George Searles,Cristin Milioti,Luis Avalos,Neil Patrick Harris,Justin Lightfoot,Papillon,Kayleigh McDaniel,Drew Armani,Conrad Coleby,Caelan Keefer,Ben Tari,Lisa Harrow,Laura Ann Kesling,Saskia Mulder,Courteney Cox,Steve Kanaly,Aric Diamani,Brian S. Carpenter,Jay Dee,Veronica Rayne,Samuel Moon,Sacha Goedegebure",en,Walt Disney Pictures-Gunn Films-Happy Madison Productions,2008-12-24,80000000.0,21287486.4,99.0,wishes come true-escapade-disorder-imaginary-miraculous event-imaginary kingdom-life turned upside down-nothing goes right,10350962.603555832,1546822.9410667007
Rabbit Without Ears,movie,"Comedy,Romance",Til Schweiger,"Anika Decker,Til Schweiger",6.5,18968.0,"Jürgen Vogel,Christian Tramitz,Rick Kavanian,Matthias Schweighöfer,Armin Rohde,Til Schweiger,Alwara Höfels,Nora Tschirner,Barbara Rudnik,Wolfgang Stumph",de,Barefoot Films-Warner Bros. Entertainment,2007-12-01,0.0,8130344.7,116.0,love of one's life-ladykiller-one-night stand-kindergarten,2406119.8707226035,2985752.034503534
Come tu mi vuoi,movie,Comedy,Volfango De Biasi,"Volfango De Biasi,Alessandra Magnaghi,Tiziana Martini,Gabriella Tomassetti",5.1,1275.0,"Paola Roberti,Elisa Di Eusanio,Roberto Di Palma,Nicola Pistoia,Marco Foschi,Alessandro De Padova,Gerry Scotti,Wilma Oliverio,Marco Bechini,Cristiana Capotondi,Niccolò Senni,Paola Carleo,Rosalina Neri,Giancarlo Ratti,Maria Amelia Monti,Giulia Louise Steigerwalt,Nicolas Vaporidis,Luigi Diberti",it,Medusa Film-ideaCinema,2007-10-09,2500000.0,7086000.0,107.0,,3017281.5071701035,863750.6935628122
